year_month,district_code,electricity,heat,water_cool,water_hot
202304,45770,584,0,72,0
202304,45790,559,0,142,0
202304,45800,600,0,162,0
202304,46000,,,,
202304,46110,566,0,215,0
202304,46130,532,3,177,1
202304,46150,549,0,249,0
202304,46170,597,197,142,137
202304,46230,431,96,252,11
202304,46710,419,0,109,0
202304,46720,,,,
202304,46730,574,0,191,0
202304,46770,601,0,235,0
202304,46780,634,0,148,0
202304,46790,464,0,208,0
202304,46800,722,0,222,0
202304,46810,617,0,161,0
202304,46820,655,0,148,0
202304,46830,559,14,238,0
202304,46840,699,0,173,0
202304,46860,727,0,172,0
202304,46870,544,0,130,0
202304,46880,594,0,109,0
202304,46890,610,0,141,0
202304,46900,638,0,145,0
202304,46910,,,,
202304,47000,,,,
202304,47110,,,,
202304,47111,535,94,154,27
202304,47113,573,48,169,9
202304,47130,521,9,207,2
202304,47150,560,8,168,1
202304,47170,540,167,204,22
202304,47190,581,3,220,6
202304,47210,529,142,185,13
202304,47230,536,18,217,2
202304,47250,545,57,197,10
202304,47280,570,107,172,29
202304,47290,595,6,268,1
202304,47730,538,0,207,0
202304,47750,627,0,133,0
202304,47760,638,0,114,0
202304,47770,629,0,209,0
202304,47820,699,0,168,0
202304,47830,537,0,164,0
202304,47840,751,0,277,0
202304,47850,542,0,217,0
202304,47900,629,0,146,0
202304,47920,649,0,95,0
202304,47930,543,0,32,0
202304,47940,,,,
202304,48000,,,,
202304,48120,,,,
202304,48121,695,0,256,0
202304,48123,526,6,245,7
202304,48125,560,3,230,0
202304,48127,588,29,240,15
202304,48129,578,0,248,0
202304,48170,588,46,152,51
202304,48220,584,0,182,0
202304,48240,544,0,316,0
202304,48250,583,43,341,76
202304,48270,476,0,279,0
202304,48310,597,1,170,0
202304,48330,549,99,231,149
202304,48720,657,0,132,0
202304,48730,546,0,222,0
202304,48740,576,0,193,0
202304,48820,530,51,199,0
202304,48840,667,0,74,0
202304,48850,478,0,193,0
202304,48860,603,0,153,0
202304,48870,628,0,163,0
202304,48880,562,0,171,0
202304,48890,609,0,229,0
202304,50000,,,,
202304,50110,535,0,230,3
202304,50130,578,5,202,8
202304,51000,,,,
202304,51110,583,50,150,29
202304,51130,575,5,221,1
202304,51150,572,44,238,7
202304,51170,586,25,220,3
202304,51190,592,0,160,0
202304,51210,563,11,237,3
202304,51230,562,0,203,0
202304,51720,580,0,221,0
202304,51730,630,0,256,0
202304,51750,457,0,210,0
202304,51760,437,3,128,0
202304,51770,515,0,129,0
202304,51780,558,0,164,0
202304,51790,639,0,87,0
202304,51800,660,0,91,0
202304,51810,586,0,123,0
202304,51820,580,0,126,0
202304,51830,523,0,128,0
202305,11000,,,,
202305,11110,698,0,235,0
202305,11140,699,1,213,6
202305,11170,704,310,160,164
202305,11200,721,22,214,4
202305,11215,674,52,197,23
202305,11230,679,21,211,7
202305,11260,640,33,199,76
202305,11290,703,3,246,17
202305,11305,657,36,221,22
202305,11320,571,47,201,64
202305,11350,550,102,169,188
202305,11380,718,66,235,69
202305,11410,714,26,232,83
202305,11440,750,59,231,99
202305,11470,665,97,191,177
202305,11500,600,93,195,145
202305,11530,613,23,222,52
202305,11545,668,27,238,22
202305,11560,656,53,210,52
202305,11590,677,50,216,74
202305,11620,612,35,231,20
202305,11650,744,149,183,167
202305,11680,642,178,168,164
202305,11710,656,129,202,223
202305,11740,719,110,220,152
202305,26000,,,,
202305,26110,414,0,171,0
202305,26140,603,0,225,0
202305,26170,707,0,253,0
202305,26200,506,33,248,21
202305,26230,594,12,245,13
202305,26260,650,6,253,3
202305,26290,633,0,246,0
202305,26320,540,8,255,8
202305,26350,630,65,228,101
202305,26380,498,21,253,13
202305,26410,575,0,237,1
202305,26440,697,43,247,190
202305,26470,571,0,243,0
202305,26500,576,10,251,25
202305,26530,484,8,261,30
202305,26710,658,78,261,160
202305,27000,,,,
202305,27110,676,4,235,7
202305,27140,592,19,247,21
202305,27170,432,27,192,50
202305,27200,552,15,212,6
202305,27230,597,5,264,12
202305,27260,577,21,226,26
202305,27290,590,82,248,147
202305,27710,633,36,254,62
202305,27720,557,0,198,0
202305,28000,,,,
202305,28110,632,65,197,150
202305,28140,652,0,222,0
202305,28177,628,30,230,71
202305,28185,681,93,216,187
202305,28200,647,61,237,139
202305,28237,592,60,245,136
202305,28245,587,41,256,110
202305,28260,697,59,228,152
202305,28710,510,0,252,0
202305,28720,0,0,0,0
202305,29000,,,,
202305,29110,603,0,165,0
202305,29140,515,6,178,5
202305,29155,515,0,175,0
202305,29170,519,16,188,26
202305,29200,609,54,209,68
202305,30000,,,,
202305,30110,570,17,221,27
202305,30140,549,56,200,63
202305,30170,532,78,210,154
202305,30200,616,75,197,128
202305,30230,548,26,212,79
202305,31000,,,,
202305,31110,594,2,269,0
202305,31140,543,18,253,6
202305,31170,520,11,284,3
202305,31200,612,0,267,1
202305,31710,579,0,265,0
202305,36110,702,116,295,241
202305,41000,,,,
202305,41110,,,,
202305,41111,664,98,247,200
202305,41113,650,83,232,149
202305,41115,691,112,235,139
202305,41117,667,102,228,257
202305,41130,,,,
202305,41131,699,116,162,201
202305,41133,666,68,186,147
202305,41135,565,135,165,236
202305,41150,659,35,284,70
202305,41170,,,,
202305,41171,728,30,231,96
202305,41173,659,118,242,240
202305,41190,,,,
202305,41192,631,125,226,231
202305,41194,714,68,200,119
202305,41196,607,88,215,145
202305,41210,698,64,222,178
202305,41220,666,44,264,114
202305,41250,559,0,284,0
202305,41270,,,,
202305,41271,580,100,172,166
202305,41273,637,91,200,183
202305,41280,,,,
202305,41281,645,113,258,233
202305,41285,636,112,227,247
202305,41287,591,113,238,218
202305,41290,725,199,207,268
202305,41310,650,30,277,65
202305,41360,667,36,280,64
202305,41370,662,79,273,180
202305,41390,674,66,263,114
202305,41410,595,128,255,204
202305,41430,659,82,312,140
202305,41450,737,110,190,174
202305,41460,,,,
202305,41461,674,0,218,0
202305,41463,625,102,218,195
202305,41465,612,120,203,229
202305,41480,659,58,309,154
202305,41500,663,11,324,17
202305,41550,619,0,321,0
202305,41570,706,68,277,145
202305,41590,716,92,295,228
202305,41610,672,0,230,0
202305,41630,662,64,307,138
202305,41650,600,0,311,0
202305,41670,581,0,151,0
202305,41800,596,0,148,0
202305,41820,565,0,208,0
202305,41830,632,0,295,0
202305,43000,,,,
202305,43110,,,,
202305,43111,616,72,381,158
202305,43112,569,109,367,192
202305,43113,590,79,345,100
202305,43114,610,3,337,0
202305,43130,513,13,306,4
202305,43150,484,26,267,17
202305,43720,540,0,96,0
202305,43730,562,0,192,0
202305,43740,447,0,233,0
202305,43745,724,8,381,2
202305,43750,605,0,149,0
202305,43760,588,0,182,0
202305,43770,585,8,149,4
202305,43800,543,0,254,0
202305,44000,,,,
202305,44130,,,,
202305,44131,637,15,248,29
202305,44133,642,22,246,43
202305,44150,546,5,267,6
202305,44180,413,19,261,7
202305,44200,651,38,301,55
202305,44210,597,22,273,8
202305,44230,545,0,235,0
202305,44250,513,0,165,0
202305,44270,596,7,287,8
202305,44710,543,111,132,0
202305,44760,431,0,280,0
202305,44770,536,0,152,0
202305,44790,587,2,239,0
202305,44800,604,89,179,178
202305,44810,610,55,196,85
202305,44825,518,4,166,3
202305,45000,,,,
202305,45110,,,,
202305,45111,542,16,50,7
202305,45113,603,1,67,6
202305,45130,561,10,298,5
202305,45140,519,14,229,35
202305,45180,555,6,256,4
202305,45190,497,42,223,4
202305,45210,411,13,206,3
202305,45710,575,0,188,0
202305,45720,397,0,154,0
202305,45730,629,0,206,0
202305,45740,567,0,197,0
202305,45750,574,0,204,0
202305,45770,562,0,135,0
202305,45790,530,0,147,0
202305,45800,607,0,164,0
202305,46000,,,,
202305,46110,564,0,225,0
202305,46130,520,1,178,1
202305,46150,539,0,253,0
202305,46170,605,118,146,131
202305,46230,426,65,264,11
202305,46710,414,0,110,0
202305,46720,,,,
202305,46730,527,0,182,0
202305,46770,585,0,225,0
202305,46780,618,0,154,0
202305,46790,452,0,216,0
202305,46800,680,0,228,0
202305,46810,578,0,142,0
202305,46820,633,0,159,0
202305,46830,560,12,270,0
202305,46840,710,0,176,0
202305,46860,725,0,175,0
202305,46870,515,0,121,0
202305,46880,623,0,116,0
202305,46890,567,0,140,0
202305,46900,599,0,175,0
202305,46910,,,,
202305,47000,,,,
202305,47110,,,,
202305,47111,525,60,156,24
202305,47113,566,22,178,9
202305,47130,528,7,216,1
202305,47150,545,4,169,1
202305,47170,526,83,210,20
202305,47190,564,1,225,6
202305,47210,544,73,192,12
202305,47230,499,9,219,2
202305,47250,532,28,209,9
202305,47280,556,50,171,28
202305,47290,581,4,276,1
202305,47730,517,0,223,0
202305,47750,621,0,134,0
202305,47760,550,0,126,0
202305,47770,656,0,227,0
202305,47820,670,0,160,0
202305,47830,583,0,180,0
202305,47840,745,0,248,0
202305,47850,519,0,212,0
202305,47900,660,0,147,0
202305,47920,643,0,89,0
202305,47930,479,0,36,0
202305,47940,,,,
202305,48000,,,,
202305,48120,,,,
202305,48121,723,0,255,0
202305,48123,521,2,246,10
202305,48125,566,2,230,0
202305,48127,589,21,236,14
202305,48129,584,0,230,0
202305,48170,588,22,156,47
202305,48220,579,0,190,0
202305,48240,535,0,324,0
202305,48250,602,23,340,64
202305,48270,466,0,274,0
202305,48310,589,1,176,0
202305,48330,568,58,241,134
202305,48720,638,0,130,0
202305,48730,499,0,231,0
202305,48740,578,0,211,0
202305,48820,501,42,203,0
202305,48840,616,0,80,0
202305,48850,452,0,193,0
202305,48860,580,0,130,0
202305,48870,607,0,172,0
202305,48880,531,0,166,0
202305,48890,590,0,224,0
202305,50000,,,,
202305,50110,547,0,230,2
202305,50130,593,2,202,8
202305,51000,,,,
202305,51110,553,19,148,28
202305,51130,596,4,221,1
202305,51150,556,23,243,7
202305,51170,554,19,225,3
202305,51190,555,0,153,0
202305,51210,553,6,248,3
202305,51230,504,0,193,0
202305,51720,627,0,221,0
202305,51730,602,0,276,0
202305,51750,439,0,225,0
202305,51760,417,3,103,0
202305,51770,494,0,132,0
202305,51780,575,0,169,0
202305,51790,654,0,82,0
202305,51800,580,0,93,0
202305,51810,554,0,131,0
202305,51820,526,0,135,0
202305,51830,526,0,132,0
202306,11000,,,,
202306,11110,825,0,177,0
202306,11140,839,0,233,5
202306,11170,817,99,164,145
202306,11200,846,16,217,3
202306,11215,795,30,210,20
202306,11230,733,13,244,6
202306,11260,715,16,210,46
202306,11290,804,0,241,14
202306,11305,739,21,236,18
202306,11320,632,24,195,43
202306,11350,620,51,163,138
202306,11380,800,38,240,54
202306,11410,819,19,232,60
202306,11440,872,34,253,76
202306,11470,756,45,196,98
202306,11500,670,49,204,89
202306,11530,684,11,241,37
202306,11545,733,14,220,16
202306,11560,737,31,213,44
202306,11590,750,26,209,60
202306,11620,678,19,251,16
202306,11650,896,4,190,132
202306,11680,771,99,173,127
202306,11710,751,74,204,165
202306,11740,847,74,222,107
202306,26000,,,,
202306,26110,662,0,278,0
202306,26140,715,0,234,0
202306,26170,752,0,222,0
202306,26200,511,7,242,12
202306,26230,648,7,249,11
202306,26260,749,1,256,3
202306,26290,705,0,250,0
202306,26320,592,2,262,7
202306,26350,714,35,232,83
202306,26380,549,-3,254,10
202306,26410,627,0,246,1
202306,26440,790,14,246,153
202306,26470,619,0,246,0
202306,26500,650,2,224,22
202306,26530,517,3,267,24
202306,26710,722,59,262,128
202306,27000,,,,
202306,27110,814,0,247,6
202306,27140,668,13,251,18
202306,27170,516,16,208,36
202306,27200,628,4,218,5
202306,27230,661,-1,270,10
202306,27260,642,9,228,20
202306,27290,651,53,254,99
202306,27710,713,24,262,43
202306,27720,605,0,160,0
202306,28000,,,,
202306,28110,740,32,215,109
202306,28140,713,0,251,0
202306,28177,704,19,235,50
202306,28185,788,62,224,139
202306,28200,700,38,240,98
202306,28237,630,33,245,95
202306,28245,631,21,267,75
202306,28260,779,44,233,107
202306,28710,559,0,259,0
202306,28720,4,0,0,0
202306,29000,,,,
202306,29110,654,0,173,0
202306,29140,558,4,184,8
202306,29155,555,0,182,0
202306,29170,571,10,195,19
202306,29200,663,37,215,53
202306,30000,,,,
202306,30110,613,11,244,20
202306,30140,601,5,225,59
202306,30170,583,38,236,112
202306,30200,681,38,220,99
202306,30230,604,-5,240,63
202306,31000,,,,
202306,31110,642,2,275,0
202306,31140,597,7,264,5
202306,31170,518,2,263,3
202306,31200,665,0,275,0
202306,31710,624,0,276,0
202306,36110,777,86,291,178
202306,41000,,,,
202306,41110,,,,
202306,41111,726,69,244,137
202306,41113,716,60,234,107
202306,41115,807,72,226,103
202306,41117,741,66,231,189
202306,41130,,,,
202306,41131,797,81,173,138
202306,41133,747,43,197,113
202306,41135,618,66,169,171
202306,41150,756,24,292,51
202306,41170,,,,
202306,41171,795,25,241,63
202306,41173,720,69,241,143
202306,41190,,,,
202306,41192,687,69,210,147
202306,41194,793,36,205,88
202306,41196,665,37,252,100
202306,41210,768,33,229,138
202306,41220,779,35,272,82
202306,41250,604,0,291,0
202306,41270,,,,
202306,41271,628,72,185,109
202306,41273,682,54,211,130
202306,41280,,,,
202306,41281,710,72,247,157
202306,41285,727,61,224,173
202306,41287,640,65,233,149
202306,41290,873,103,225,177
202306,41310,725,20,285,46
202306,41360,734,26,294,46
202306,41370,727,55,270,125
202306,41390,758,47,286,74
202306,41410,632,71,262,130
202306,41430,729,47,326,94
202306,41450,862,81,204,127
202306,41460,,,,
202306,41461,733,0,224,0
202306,41463,675,72,218,140
202306,41465,654,72,204,169
202306,41480,728,40,316,106
202306,41500,776,5,330,14
202306,41550,691,0,317,0
202306,41570,788,47,276,101
202306,41590,805,67,292,160
202306,41610,755,0,236,0
202306,41630,767,47,317,100
202306,41650,661,0,324,0
202306,41670,640,0,157,0
202306,41800,723,0,174,0
202306,41820,699,0,289,0
202306,41830,709,0,304,0
202306,43000,,,,
202306,43110,,,,
202306,43111,687,41,393,125
202306,43112,627,55,373,166
202306,43113,682,46,353,93
202306,43114,695,2,348,0
202306,43130,553,5,320,4
202306,43150,509,9,301,13
202306,43720,589,0,99,0
202306,43730,601,0,211,0
202306,43740,511,0,239,0
202306,43745,653,4,314,2
202306,43750,672,0,155,0
202306,43760,640,0,193,0
202306,43770,647,6,155,4
202306,43800,532,0,219,0
202306,44000,,,,
202306,44130,,,,
202306,44131,699,9,253,25
202306,44133,728,16,253,34
202306,44150,594,0,272,3
202306,44180,478,11,284,6
202306,44200,750,27,306,46
202306,44210,633,22,274,7
202306,44230,585,0,239,0
202306,44250,569,0,169,0
202306,44270,661,5,297,6
202306,44710,628,115,142,0
202306,44760,464,0,287,0
202306,44770,572,0,141,0
202306,44790,635,0,213,0
202306,44800,654,50,192,140
202306,44810,654,37,203,70
202306,44825,660,4,170,2
202306,45000,,,,
202306,45110,,,,
202306,45111,581,11,51,6
202306,45113,658,1,72,6
202306,45130,608,2,318,5
202306,45140,567,8,242,28
202306,45180,571,4,243,4
202306,45190,524,21,239,4
202306,45210,462,4,258,2
202306,45710,645,0,191,0
202306,45720,415,0,164,0
202306,45730,664,0,218,0
202306,45740,595,0,200,0
202306,45750,587,0,220,0
202306,45770,633,0,145,0
202306,45790,566,0,153,0
202306,45800,668,0,184,0
202306,46000,,,,
202306,46110,590,0,236,0
202306,46130,562,1,189,1
202306,46150,589,0,266,0
202306,46170,660,79,156,107
202306,46230,470,54,274,10
202306,46710,450,0,109,0
202306,46720,,,,
202306,46730,556,0,200,0
202306,46770,616,0,250,0
202306,46780,659,0,156,0
202306,46790,484,0,222,0
202306,46800,738,0,226,0
202306,46810,647,0,137,0
202306,46820,701,0,163,0
202306,46830,606,13,270,0
202306,46840,780,0,182,0
202306,46860,784,0,193,0
202306,46870,558,0,130,0
202306,46880,778,0,120,0
202306,46890,613,0,159,0
202306,46900,655,0,165,0
202306,46910,,,,
202306,47000,,,,
202306,47110,,,,
202306,47111,591,28,160,23
202306,47113,618,10,180,7
202306,47130,572,3,220,2
202306,47150,596,2,166,1
202306,47170,561,36,216,17
202306,47190,626,0,235,4
202306,47210,563,27,190,11
202306,47230,552,3,233,2
202306,47250,555,12,210,8
202306,47280,602,8,183,25
202306,47290,635,2,283,1
202306,47730,538,0,226,0
202306,47750,641,0,132,0
202306,47760,550,0,140,0
202306,47770,699,0,214,0
202306,47820,699,0,172,0
202306,47830,643,0,189,0
202306,47840,835,0,283,0
202306,47850,591,0,228,1
202306,47900,714,0,151,0
202306,47920,720,0,93,0
202306,47930,506,0,33,0
202306,47940,,,,
202306,48000,,,,
202306,48120,,,,
202306,48121,816,0,262,0
202306,48123,579,2,255,7
202306,48125,604,1,238,0
202306,48127,632,8,259,10
202306,48129,614,0,234,0
202306,48170,638,9,160,35
202306,48220,623,0,192,0
202306,48240,596,0,317,0
202306,48250,658,13,362,45
202306,48270,519,0,302,0
202306,48310,640,0,173,0
202306,48330,617,29,245,108
202306,48720,707,0,139,0
202306,48730,558,0,228,0
202306,48740,618,0,220,0
202306,48820,540,25,195,0
202306,48840,698,0,82,0
202306,48850,485,0,208,0
202306,48860,600,0,146,0
202306,48870,625,0,178,0
202306,48880,567,0,181,0
202306,48890,653,0,243,0
202306,50000,,,,
202306,50110,605,0,234,2
202306,50130,679,1,201,7
202306,51000,,,,
202306,51110,600,13,156,22
202306,51130,674,2,234,1
202306,51150,595,15,255,6
202306,51170,594,7,231,3
202306,51190,533,0,157,0
202306,51210,582,1,249,3
202306,51230,560,0,221,0
202306,51720,695,0,234,0
202306,51730,604,0,252,0
202306,51750,473,0,244,0
202306,51760,459,3,145,0
202306,51770,504,0,126,0
202306,51780,604,0,171,0
202306,51790,767,0,88,0
202306,51800,610,0,95,0
202306,51810,616,0,130,0
202306,51820,616,0,128,0
202306,51830,550,0,136,0
202307,11000,,,,
202307,11110,1135,0,240,0
202307,11140,1188,0,222,4
202307,11170,1089,70,191,125
202307,11200,1132,12,219,3
202307,11215,1025,17,200,16
202307,11230,968,10,215,4
202307,11260,928,16,203,42
202307,11290,1036,2,254,13
202307,11305,968,12,233,14
202307,11320,776,24,209,39
202307,11350,777,46,169,122
202307,11380,1070,36,242,50
202307,11410,1075,19,235,57
202307,11440,1159,28,239,68
202307,11470,1022,42,192,92
202307,11500,869,44,196,80
202307,11530,872,9,229,33
202307,11545,923,10,250,13
202307,11560,973,34,214,39
202307,11590,953,18,230,51
202307,11620,796,21,240,14
202307,11650,1222,53,194,118
202307,11680,1082,102,178,119
202307,11710,1032,72,209,161
202307,11740,1144,67,235,102
202307,26000,,,,
202307,26110,686,0,274,0
202307,26140,807,0,245,0
202307,26170,1016,0,247,0
202307,26200,578,0,240,8
202307,26230,847,3,262,4
202307,26260,938,1,267,2
202307,26290,861,0,250,0
202307,26320,695,2,273,5
202307,26350,933,31,245,72
202307,26380,631,1,266,9
202307,26410,799,0,250,1
202307,26440,1002,11,259,145
202307,26470,765,0,256,0
202307,26500,799,0,232,18
202307,26530,580,1,276,22
202307,26710,1033,49,280,117
202307,27000,,,,
202307,27110,1031,0,232,4
202307,27140,804,12,260,17
202307,27170,622,18,217,33
202307,27200,748,5,224,5
202307,27230,829,0,277,9
202307,27260,794,9,235,20
202307,27290,794,50,259,91
202307,27710,888,23,265,39
202307,27720,650,0,128,0
202307,28000,,,,
202307,28110,998,40,219,84
202307,28140,892,0,249,0
202307,28177,908,16,235,45
202307,28185,1113,58,227,126
202307,28200,878,37,248,85
202307,28237,770,31,253,88
202307,28245,768,24,266,68
202307,28260,1049,44,230,97
202307,28710,642,0,265,0
202307,28720,0,0,0,0
202307,29000,,,,
202307,29110,825,0,181,0
202307,29140,650,3,189,6
202307,29155,655,0,190,0
202307,29170,716,9,204,18
202307,29200,835,35,216,49
202307,30000,,,,
202307,30110,735,12,253,17
202307,30140,733,10,225,38
202307,30170,712,36,241,96
202307,30200,865,37,224,87
202307,30230,756,6,247,58
202307,31000,,,,
202307,31110,726,2,299,0
202307,31140,671,6,282,4
202307,31170,588,0,294,2
202307,31200,814,0,296,0
202307,31710,754,0,297,0
202307,36110,1074,86,308,151
202307,41000,,,,
202307,41110,,,,
202307,41111,903,66,250,127
202307,41113,910,59,245,98
202307,41115,994,76,244,97
202307,41117,950,67,238,180
202307,41130,,,,
202307,41131,1063,77,170,131
202307,41133,930,38,197,94
202307,41135,814,67,172,163
202307,41150,985,21,301,49
202307,41170,,,,
202307,41171,1014,26,235,48
202307,41173,935,69,245,133
202307,41190,,,,
202307,41192,888,67,227,140
202307,41194,1027,35,215,86
202307,41196,836,36,218,96
202307,41210,981,29,235,104
202307,41220,1082,36,288,79
202307,41250,771,0,291,0
202307,41270,,,,
202307,41271,756,69,191,96
202307,41273,878,73,222,123
202307,41280,,,,
202307,41281,922,69,285,148
202307,41285,970,61,254,157
202307,41287,806,60,264,141
202307,41290,1122,73,222,161
202307,41310,926,19,292,42
202307,41360,943,25,294,42
202307,41370,934,55,297,113
202307,41390,957,45,292,71
202307,41410,777,69,267,121
202307,41430,862,47,333,86
202307,41450,1125,80,198,117
202307,41460,,,,
202307,41461,893,0,230,0
202307,41463,829,70,225,135
202307,41465,763,74,213,161
202307,41480,957,39,326,101
202307,41500,999,6,339,12
202307,41550,892,0,328,0
202307,41570,1071,46,290,94
202307,41590,1065,66,308,151
202307,41610,953,0,236,0
202307,41630,992,41,323,94
202307,41650,820,0,324,0
202307,41670,818,0,161,0
202307,41800,987,0,191,0
202307,41820,850,0,268,0
202307,41830,848,0,291,0
202307,43000,,,,
202307,43110,,,,
202307,43111,863,39,387,110
202307,43112,749,52,375,144
202307,43113,902,43,347,79
202307,43114,880,1,358,0
202307,43130,669,5,321,3
202307,43150,567,10,318,11
202307,43720,690,0,99,0
202307,43730,691,0,213,0
202307,43740,580,0,250,0
202307,43745,1185,0,418,2
202307,43750,879,0,160,0
202307,43760,740,0,196,0
202307,43770,801,3,158,3
202307,43800,718,0,230,0
202307,44000,,,,
202307,44130,,,,
202307,44131,941,7,258,21
202307,44133,961,13,257,30
202307,44150,750,0,279,2
202307,44180,631,7,278,6
202307,44200,969,24,303,36
202307,44210,831,8,281,6
202307,44230,700,0,244,0
202307,44250,684,0,172,0
202307,44270,870,5,303,5
202307,44710,677,170,137,0
202307,44760,528,0,296,0
202307,44770,675,0,148,0
202307,44790,714,0,220,0
202307,44800,728,51,187,108
202307,44810,840,35,210,61
202307,44825,706,4,174,2
202307,45000,,,,
202307,45110,,,,
202307,45111,716,7,52,5
202307,45113,835,1,72,5
202307,45130,748,1,320,4
202307,45140,706,7,244,25
202307,45180,627,3,258,3
202307,45190,599,20,241,3
202307,45210,594,3,268,2
202307,45710,816,0,193,0
202307,45720,430,0,179,0
202307,45730,732,0,205,0
202307,45740,644,0,193,0
202307,45750,610,0,223,0
202307,45770,781,0,159,0
202307,45790,660,0,161,0
202307,45800,860,0,185,0
202307,46000,,,,
202307,46110,746,0,238,0
202307,46130,668,1,194,1
202307,46150,722,0,267,0
202307,46170,884,68,160,101
202307,46230,574,29,279,9
202307,46710,546,0,127,0
202307,46720,,,,
202307,46730,595,0,200,0
202307,46770,729,0,255,0
202307,46780,755,0,155,0
202307,46790,556,0,229,0
202307,46800,843,0,240,0
202307,46810,811,0,158,0
202307,46820,923,0,166,0
202307,46830,820,13,298,0
202307,46840,1121,0,190,0
202307,46860,817,0,196,0
202307,46870,660,0,137,0
202307,46880,937,0,122,0
202307,46890,720,0,157,0
202307,46900,835,0,156,0
202307,46910,,,,
202307,47000,,,,
202307,47110,,,,
202307,47111,735,15,162,21
202307,47113,763,7,189,6
202307,47130,724,2,222,1
202307,47150,713,0,176,1
202307,47170,637,26,218,16
202307,47190,785,0,243,3
202307,47210,731,21,206,11
202307,47230,613,2,239,1
202307,47250,643,12,236,6
202307,47280,788,13,156,17
202307,47290,746,1,284,1
202307,47730,624,0,249,0
202307,47750,648,0,140,0
202307,47760,580,0,125,0
202307,47770,990,0,244,0
202307,47820,772,0,175,0
202307,47830,739,0,195,0
202307,47840,1037,0,279,0
202307,47850,722,0,232,1
202307,47900,994,0,156,0
202307,47920,803,0,92,0
202307,47930,551,0,36,0
202307,47940,,,,
202307,48000,,,,
202307,48120,,,,
202307,48121,1081,0,262,0
202307,48123,700,1,263,6
202307,48125,771,1,239,0
202307,48127,751,4,260,9
202307,48129,762,0,235,0
202307,48170,787,8,162,34
202307,48220,808,0,196,0
202307,48240,736,0,313,0
202307,48250,848,12,364,44
202307,48270,635,0,304,0
202307,48310,773,0,193,0
202307,48330,828,27,257,102
202307,48720,860,0,148,0
202307,48730,626,0,246,0
202307,48740,796,0,225,0
202307,48820,594,23,210,0
202307,48840,695,0,103,0
202307,48850,559,0,236,0
202307,48860,679,0,143,0
202307,48870,750,0,182,0
202307,48880,616,0,182,0
202307,48890,734,0,234,0
202307,50000,,,,
202307,50110,882,0,239,2
202307,50130,884,1,193,6
202307,51000,,,,
202307,51110,736,12,160,20
202307,51130,862,1,235,1
202307,51150,700,12,264,5
202307,51170,648,3,238,3
202307,51190,538,0,168,0
202307,51210,719,1,268,3
202307,51230,593,0,219,0
202307,51720,814,0,238,0
202307,51730,769,0,289,0
202307,51750,565,0,265,0
202307,51760,457,3,131,0
202307,51770,485,0,135,0
202307,51780,876,0,204,0
202307,51790,3037,0,96,0
202307,51800,736,0,91,0
202307,51810,729,0,138,0
202307,51820,727,0,143,0
202307,51830,673,0,140,0
202308,11000,,,,
202308,11110,1323,0,170,0
202308,11140,1498,0,249,3
202308,11170,1466,65,166,112
202308,11200,1393,12,222,3
202308,11215,1368,21,206,13
202308,11230,1214,7,253,4
202308,11260,1105,15,218,34
202308,11290,1214,2,248,11
202308,11305,1135,11,254,13
202308,11320,998,16,200,35
202308,11350,941,39,170,103
202308,11380,1226,30,244,39
202308,11410,1285,19,239,45
202308,11440,1473,25,257,52
202308,11470,1253,39,199,72
202308,11500,1062,40,202,60
202308,11530,1077,9,245,24
202308,11545,1144,9,239,12
202308,11560,1196,29,215,33
202308,11590,1184,16,220,40
202308,11620,1136,16,274,10
202308,11650,1546,45,197,99
202308,11680,1316,91,182,101
202308,11710,1282,68,207,130
202308,11740,1394,54,226,78
202308,26000,,,,
202308,26110,895,0,283,0
202308,26140,1146,0,246,0
202308,26170,1436,0,249,0
202308,26200,828,-1,248,5
202308,26230,1101,3,269,2
202308,26260,1245,1,272,2
202308,26290,1251,0,262,0
202308,26320,964,1,282,4
202308,26350,1299,28,251,58
202308,26380,896,-2,272,6
202308,26410,1002,0,255,1
202308,26440,1434,9,275,118
202308,26470,1042,0,257,0
202308,26500,1108,0,235,9
202308,26530,768,3,275,14
202308,26710,1211,43,283,101
202308,27000,,,,
202308,27110,1399,0,246,4
202308,27140,1022,10,258,14
202308,27170,809,18,223,27
202308,27200,954,4,227,4
202308,27230,1053,1,283,8
202308,27260,1053,9,243,17
202308,27290,1005,49,265,72
202308,27710,1146,21,277,32
202308,27720,932,0,233,0
202308,28000,,,,
202308,28110,1251,32,230,72
202308,28140,1108,0,272,0
202308,28177,1195,15,235,33
202308,28185,1490,52,246,96
202308,28200,1163,33,257,64
202308,28237,1057,30,269,74
202308,28245,1008,21,280,56
202308,28260,1300,41,242,72
202308,28710,873,0,279,0
202308,28720,381,82,90,133
202308,29000,,,,
202308,29110,1025,0,188,0
202308,29140,895,2,204,5
202308,29155,864,0,200,0
202308,29170,921,7,214,15
202308,29200,1114,34,235,40
202308,30000,,,,
202308,30110,959,9,255,15
202308,30140,962,8,237,38
202308,30170,894,31,245,85
202308,30200,1113,34,232,72
202308,30230,985,8,252,46
202308,31000,,,,
202308,31110,1004,1,299,0
202308,31140,965,5,284,3
202308,31170,790,0,291,2
202308,31200,1051,0,300,0
202308,31710,962,0,306,0
202308,36110,1294,81,310,123
202308,41000,,,,
202308,41110,,,,
202308,41111,1149,61,251,96
